Title,Product_link,Sub_brand,Sale_price,MRP,Discount_Amount,Discount_pct
Upvibe Shoes,https://www.adidas.co.in/upvibe-shoes/JK2212.html,Men Sportswear,2299.5,4599.0,2299.5,50.0
CORE LINEAR EEZAY 2019 SLIPPERS,https://www.adidas.co.in/core-linear-eezay-2019-slippers/EY3120.html,Men Sportswear,1199.5,1999.0,799.5,39.99
Aryset-Lytt Slides,https://www.adidas.co.in/aryset-lytt-slides/LB5247.html,Men Sportswear,2299.0,2299.0,0.0,0.0
CAMPUS 00s SHOES,https://www.adidas.co.in/campus-00s-shoes/IH4092.html,Men Originals,7699.5,10999.0,3299.5,30.0
Aerial Run Shoes,https://www.adidas.co.in/aerial-run-shoes/GC1034.html,Men Performance,2149.5,4299.0,2149.5,50.0
Zapint 2 Shoes,https://www.adidas.co.in/zapint-2-shoes/KK1535.html,Men Performance,2799.5,5599.0,2799.5,50.0
Xplorer 2.0 Shoes,https://www.adidas.co.in/xplorer-2.0-shoes/KK4072.html,Men TERREX,2999.5,4999.0,1999.5,40.0
Classic Rubber M5,https://www.adidas.co.in/classic-rubber-m5/JJ5869.html,Men Sportswear,1999.5,3999.0,1999.5,50.0
VS Pace 2.0 IKD Shoes,https://www.adidas.co.in/vs-pace-2.0-ikd-shoes/KK7328.html,Men Sportswear,2999.5,5999.0,2999.5,50.0
LightRun Zoomer Shoes,https://www.adidas.co.in/lightrun-zoomer-shoes/KJ9265.html,Men Performance,2649.5,5299.0,2649.5,50.0
Adistar 3 Sportswear Shoes,https://www.adidas.co.in/adistar-3-sportswear-shoes/JS1174.html,Men Sportswear,9099.5,12999.0,3899.5,30.0
Trek Force Shoes,https://www.adidas.co.in/trek-force-shoes/JK7782.html,Men TERREX,2499.5,4999.0,2499.5,50.0
Air-GlowRun Shoes,https://www.adidas.co.in/air-glowrun-shoes/JK3802.html,Men Performance,1999.5,3999.0,1999.5,50.0
Trek Host Shoes,https://www.adidas.co.in/trek-host-shoes/KK6352.html,Men TERREX,4999.0,4999.0,0.0,0.0
LightRun Star 2 Shoes,https://www.adidas.co.in/lightrun-star-2-shoes/KI8932.html,Men Performance,3919.5,5599.0,1679.5,30.0
Skate Lite Sneaker,https://www.adidas.co.in/skate-lite-sneaker/JK8158.html,Men Sportswear,1999.5,3999.0,1999.5,50.0
Pod-Active Shoes,https://www.adidas.co.in/pod-active-shoes/JJ5803.html,Men Performance,1899.5,3799.0,1899.5,50.0
GRAND COURT ALPHA SHOES,https://www.adidas.co.in/grand-court-alpha-shoes/HQ7360.html,Men Sportswear,8999.0,8999.0,0.0,0.0
Air-FleetFly 2 Shoes,https://www.adidas.co.in/air-fleetfly-2-shoes/KJ9116.html,Men Performance,2799.5,3999.0,1199.5,29.99
ExcelCourt Eaze Sneaker,https://www.adidas.co.in/excelcourt-eaze-sneaker/JJ5868.html,Men Sportswear,1999.5,3999.0,1999.5,50.0
Novaflight 2 Indoor Shoes,https://www.adidas.co.in/novaflight-2-indoor-shoes/KJ1557.html,Men Performance,9999.0,9999.0,0.0,0.0
Raecers Pro Sneakers,https://www.adidas.co.in/raecers-pro-sneakers/JK8398.html,Men Sportswear,2399.5,4799.0,2399.5,50.0
Jabbar Hi Shoes,https://www.adidas.co.in/jabbar-hi-shoes/JP6498.html,Originals,7699.5,10999.0,3299.5,30.0
IMPULSE SYN 3.0 Shoes,https://www.adidas.co.in/impulse-syn-3.0-shoes/JJ5331.html,Men Performance,2299.5,4599.0,2299.5,50.0
CYBERRUN SHOES,https://www.adidas.co.in/cyberrun-shoes/GC0917.html,Men Performance,2499.5,4999.0,2499.5,50.0
MOUNTBEN STRIDE 2.0,https://www.adidas.co.in/mountben-stride-2.0/KK6351.html,Men TERREX,5999.0,5999.0,0.0,0.0
Gaarcia Lite Sneakers,https://www.adidas.co.in/gaarcia-lite-sneakers/KK1651.html,Men Sportswear,2999.5,5999.0,2999.5,50.0
Flair-Tonic Shoes,https://www.adidas.co.in/flair-tonic-shoes/KJ9228.html,Men Performance,2649.5,5299.0,2649.5,50.0
Hoops 4.0 Shoes,https://www.adidas.co.in/hoops-4.0-shoes/KI7731.html,Sportswear,4619.5,6599.0,1979.5,30.0
ADILETTE OG CF SLIDES,https://www.adidas.co.in/adilette-og-cf-slides/IH6877.html,Originals,4999.0,4999.0,0.0,0.0
Yard Cricket Shoes,https://www.adidas.co.in/yard-cricket-shoes/KK4150.html,Men Performance,4599.0,4599.0,0.0,0.0
CRICUP 23 Shoes,https://www.adidas.co.in/cricup-23-shoes/KK4160.html,Men Performance,4799.0,4799.0,0.0,0.0
Upvibe Shoes,https://www.adidas.co.in/upvibe-shoes/JK2211.html,Men Sportswear,2299.5,4599.0,2299.5,50.0
LightRun Recess Shoes,https://www.adidas.co.in/lightrun-recess-shoes/JK0938.html,Men Performance,2499.5,4999.0,2499.5,50.0
Base Velocity Shoes,https://www.adidas.co.in/base-velocity-shoes/KJ6767.html,Men Performance,1999.5,3999.0,1999.5,50.0
Crazyflight 6 Indoor Shoes,https://www.adidas.co.in/crazyflight-6-indoor-shoes/KJ1556.html,Men Performance,8399.5,11999.0,3599.5,30.0
PREDATOR CLUB Firm Ground/Multi Ground Football Boots,https://www.adidas.co.in/predator-club-firm-ground-multi-ground-football-boots/JS0350.html,Performance,5999.0,5999.0,0.0,0.0
SL 72 RS SHOES,https://www.adidas.co.in/sl-72-rs-shoes/HQ4910.html,Men Originals,7699.5,10999.0,3299.5,30.0
Duramo SL Shoes,https://www.adidas.co.in/duramo-sl-shoes/IF9486.html,Men Performance,3499.5,6999.0,3499.5,50.0
DURAMO SL2 M IKD,https://www.adidas.co.in/duramo-sl2-m-ikd/LA4195.html,Men Performance,4899.5,6999.0,2099.5,30.0
Lightrun Star 2 Shoes,https://www.adidas.co.in/lightrun-star-2-shoes/KI8930.html,Men Performance,2799.5,5599.0,2799.5,50.0
Response Super Shoes,https://www.adidas.co.in/response-super-shoes/JQ2524.html,Men Performance,4499.5,8999.0,4499.5,50.0
Advantage Base 2.0 Shoes,https://www.adidas.co.in/advantage-base-2.0-shoes/JP7944.html,Men Sportswear,3299.5,6599.0,3299.5,50.0
BaseFly M,https://www.adidas.co.in/basefly-m/JJ5450.html,Men Performance,1799.5,3599.0,1799.5,50.0
Aerial Run Shoes,https://www.adidas.co.in/aerial-run-shoes/GC1035.html,Men Performance,2149.5,4299.0,2149.5,50.0
Street Icon Pro Sneaker,https://www.adidas.co.in/street-icon-pro-sneaker/JK8219.html,Men Sportswear,1999.5,3999.0,1999.5,50.0
Sneakout Shoes,https://www.adidas.co.in/sneakout-shoes/JK2116.html,Men Sportswear,2299.5,4599.0,2299.5,50.0
MurpheeLite Sneaker,https://www.adidas.co.in/murpheelite-sneaker/JK8395.html,Men Sportswear,2999.5,5999.0,2999.5,50.0
Zap-Stride Shoes,https://www.adidas.co.in/zap-stride-shoes/JK1176.html,Men Performance,2299.5,4599.0,2299.5,50.0
Zapint 2 Shoes,https://www.adidas.co.in/zapint-2-shoes/KK1536.html,Men Performance,2799.5,5599.0,2799.5,50.0
Kaptir 4.0 Shoes,https://www.adidas.co.in/kaptir-4.0-shoes/JR1282.html,Men Sportswear,4499.5,8999.0,4499.5,50.0
GRAND COURT 3.0 SHOES,https://www.adidas.co.in/grand-court-3.0-shoes/IH1484.html,Men Sportswear,3999.5,7999.0,3999.5,50.0
Runfalcon 3.0 Shoes,https://www.adidas.co.in/runfalcon-3.0-shoes/HP7548.html,Men Performance,3299.5,6599.0,3299.5,50.0
Adilette Lite Slides,https://www.adidas.co.in/adilette-lite-slides/FU8297.html,Originals,2099.5,2999.0,899.5,29.99
Adistar 3 Sportswear Shoes,https://www.adidas.co.in/adistar-3-sportswear-shoes/JQ0755.html,Men Sportswear,9099.5,12999.0,3899.5,30.0
GripZ Pro Sneakers,https://www.adidas.co.in/gripz-pro-sneakers/JK8322.html,Men Sportswear,2799.5,5599.0,2799.5,50.0
LeagueOne ST Shoes,https://www.adidas.co.in/leagueone-st-shoes/JJ5603.html,Men Performance,3299.5,6599.0,3299.5,50.0
Base Aim Shoes,https://www.adidas.co.in/base-aim-shoes/JK0959.html,Men Performance,1999.5,3999.0,1999.5,50.0
COURT RAGE SHOES,https://www.adidas.co.in/court-rage-shoes/EY3140.html,Men Sportswear,2499.5,4999.0,2499.5,50.0
HaloRun M Shoes,https://www.adidas.co.in/halorun-m-shoes/JK7128.html,Men Performance,1799.5,3599.0,1799.5,50.0
DURAMO SL2 M IKD,https://www.adidas.co.in/duramo-sl2-m-ikd/LA4194.html,Men Performance,4899.5,6999.0,2099.5,30.0
Zap-Stride Shoes,https://www.adidas.co.in/zap-stride-shoes/JK1177.html,Men Performance,2299.5,4599.0,2299.5,50.0
Air-YardFun Shoes,https://www.adidas.co.in/air-yardfun-shoes/KJ6760.html,Men Performance,2659.5,3799.0,1139.5,29.99
Air Hustle Shoes,https://www.adidas.co.in/air-hustle-shoes/JK7391.html,Men Performance,1899.5,3799.0,1899.5,50.0
AirVoltX Shoes,https://www.adidas.co.in/airvoltx-shoes/KJ6773.html,Men Performance,2799.5,3999.0,1199.5,29.99
Air-YardFun Shoes,https://www.adidas.co.in/air-yardfun-shoes/KJ6763.html,Men Performance,2659.5,3799.0,1139.5,29.99
HANDBALL SPEZIAL SHOES,https://www.adidas.co.in/handball-spezial-shoes/IH6598.html,Men Originals,8399.5,11999.0,3599.5,30.0
Adidas Initiation Shoes,https://www.adidas.co.in/adidas-initiation-shoes/JQ6862.html,Performance,5599.5,7999.0,2399.5,30.0
SCORERUN Shoes,https://www.adidas.co.in/scorerun-shoes/KJ4130.html,Men Performance,7599.0,7599.0,0.0,0.0
Cyclones Run Shoes,https://www.adidas.co.in/cyclones-run-shoes/JK2398.html,Men Sportswear,2799.5,5599.0,2799.5,50.0
Ligra 8 Indoor Shoes,https://www.adidas.co.in/ligra-8-indoor-shoes/KJ3667.html,Men Performance,4899.5,6999.0,2099.5,30.0
TrackBlaze Shoes,https://www.adidas.co.in/trackblaze-shoes/JK7531.html,Men Performance,2499.5,4999.0,2499.5,50.0
Streettalk,https://www.adidas.co.in/streettalk/JP8276.html,Men Sportswear,6599.0,6599.0,0.0,0.0
FireRun Shoes,https://www.adidas.co.in/firerun-shoes/JK8204.html,Men Sportswear,5299.0,5299.0,0.0,0.0
CushUp Shoes,https://www.adidas.co.in/cushup-shoes/JK2266.html,Men Sportswear,1899.5,3799.0,1899.5,50.0
CLOUDFOAM CUXXION SHOES,https://www.adidas.co.in/cloudfoam-cuxxion-shoes/KK3481.html,Men Sportswear,4199.5,5999.0,1799.5,30.0
LIGHTSHIFT 2.0 SHOES,https://www.adidas.co.in/lightshift-2.0-shoes/HP6967.html,Men Sportswear,5599.5,7999.0,2399.5,30.0
CLOUDFOAM FLEX LACES SHOES,https://www.adidas.co.in/cloudfoam-flex-laces-shoes/KK3489.html,Men Sportswear,4999.0,4999.0,0.0,0.0
CLOUDFOAM FLEX SOCK SHOES,https://www.adidas.co.in/cloudfoam-flex-sock-shoes/KK3487.html,Men Sportswear,5999.0,5999.0,0.0,0.0
Advantage Base 2.0 Shoes,https://www.adidas.co.in/advantage-base-2.0-shoes/JQ0389.html,Men Sportswear,6599.0,6599.0,0.0,0.0
CLOUDFOAM FLEX RAPIDFIT SHOES,https://www.adidas.co.in/cloudfoam-flex-rapidfit-shoes/HP6998.html,Men Sportswear,6999.0,6999.0,0.0,0.0
SCORERUN 2.0 Shoes,https://www.adidas.co.in/scorerun-2.0-shoes/KJ4138.html,Men Performance,7999.0,7999.0,0.0,0.0
Infynyte Run M,https://www.adidas.co.in/infynyte-run-m/JK8257.html,Men Sportswear,3599.0,3599.0,0.0,0.0
CalicoZ Sneakers,https://www.adidas.co.in/calicoz-sneakers/JK2557.html,Men Sportswear,2649.5,5299.0,2649.5,50.0
New Star Tennis Shoes,https://www.adidas.co.in/new-star-tennis-shoes/JK7101.html,Performance,4799.0,4799.0,0.0,0.0
ADIZERO EVO SL EXO Shoes,https://www.adidas.co.in/adizero-evo-sl-exo-shoes/KI4768.html,Men Performance,15999.0,15999.0,0.0,0.0
MurpheeLite Sneaker,https://www.adidas.co.in/murpheelite-sneaker/JK8396.html,Men Sportswear,2999.5,5999.0,2999.5,50.0
Street Icon Pro Sneaker,https://www.adidas.co.in/street-icon-pro-sneaker/JK8221.html,Men Sportswear,1999.5,3999.0,1999.5,50.0
Pod-Active Shoes,https://www.adidas.co.in/pod-active-shoes/JK1112.html,Men Performance,1899.5,3799.0,1899.5,50.0
Wild Wander Shoes,https://www.adidas.co.in/wild-wander-shoes/KK4087.html,Men TERREX,3599.5,5999.0,2399.5,40.0
SUPERNOVA EASE 2 M RUNNING SHOES,https://www.adidas.co.in/supernova-ease-2-m-running-shoes/JQ3911.html,Men Performance,9999.0,9999.0,0.0,0.0
Lite Racer 4.0 Shoes,https://www.adidas.co.in/lite-racer-4.0-shoes/JP5633.html,Men Sportswear,2799.5,5599.0,2799.5,50.0
Adilette Shower Slides,https://www.adidas.co.in/adilette-shower-slides/IH9046.html,Sportswear,3599.0,3599.0,0.0,0.0
Island Club Adilette 22 Slides,https://www.adidas.co.in/island-club-adilette-22-slides/HQ4670.html,Originals,4199.5,5999.0,1799.5,30.0
Air-FleetFly 2 Shoes,https://www.adidas.co.in/air-fleetfly-2-shoes/KJ9118.html,Men Performance,2799.5,3999.0,1199.5,29.99
SUPERNOVA RISE 3 RUNNING SHOES,https://www.adidas.co.in/supernova-rise-3-running-shoes/KK1208.html,Men Performance,10499.5,14999.0,4499.5,30.0
BlazeZap Shoes,https://www.adidas.co.in/blazezap-shoes/KJ9292.html,Men Performance,3359.5,4799.0,1439.5,30.0
Treadmove Running Shoes,https://www.adidas.co.in/treadmove-running-shoes/JR5850.html,Men Performance,4199.5,5999.0,1799.5,30.0
Vac-Run 2 Shoes,https://www.adidas.co.in/vac-run-2-shoes/KI8957.html,Men Performance,3709.5,5299.0,1589.5,30.0
SUPERNOVA EASE 2 M RUNNING SHOES,https://www.adidas.co.in/supernova-ease-2-m-running-shoes/JQ4252.html,Men Performance,6999.5,9999.0,2999.5,30.0
CalicoZ Sneaker,https://www.adidas.co.in/calicoz-sneaker/KI9503.html,Men Sportswear,2999.5,5999.0,2999.5,50.0
SUPERNOVA SOLUTION 3 RUNNING SHOES,https://www.adidas.co.in/supernova-solution-3-running-shoes/JR7399.html,Men Performance,10499.5,14999.0,4499.5,30.0
Noirr Pro Sneakers,https://www.adidas.co.in/noirr-pro-sneakers/JK8342.html,Men Sportswear,3299.5,6599.0,3299.5,50.0
TrackBlaze Shoes,https://www.adidas.co.in/trackblaze-shoes/JK7534.html,Men Performance,2499.5,4999.0,2499.5,50.0
FWD Pro 2 Shoes,https://www.adidas.co.in/fwd-pro-2-shoes/KK1568.html,Men Performance,4199.5,5999.0,1799.5,30.0
Adilette Shower Slides,https://www.adidas.co.in/adilette-shower-slides/JP5190.html,Sportswear,3599.0,3599.0,0.0,0.0
BLOCKZ SNEAKER,https://www.adidas.co.in/blockz-sneaker/KJ9300.html,Men Sportswear,5299.0,5299.0,0.0,0.0
Cyclones Run Shoes,https://www.adidas.co.in/cyclones-run-shoes/JK2397.html,Men Sportswear,2799.5,5599.0,2799.5,50.0
Predator Club Firm Ground/ Multi Ground Football Boots,https://www.adidas.co.in/predator-club-firm-ground--multi-ground-football-boots/HP9978.html,Performance,5999.0,5999.0,0.0,0.0
CalicoZ Sneaker,https://www.adidas.co.in/calicoz-sneaker/KI9502.html,Men Sportswear,2999.5,5999.0,2999.5,50.0
Turnaround Mid Shoes,https://www.adidas.co.in/turnaround-mid-shoes/IH7973.html,Sportswear,4619.5,6599.0,1979.5,30.0
adidas Switch Fwd 2 Running Shoes,https://www.adidas.co.in/adidas-switch-fwd-2-running-shoes/IF6754.html,Men Performance,6999.5,13999.0,6999.5,50.0
Velocity Grand Shoes,https://www.adidas.co.in/velocity-grand-shoes/JK7089.html,Performance,4299.0,4299.0,0.0,0.0
CLOUDFOAM FLEX LACES SHOES,https://www.adidas.co.in/cloudfoam-flex-laces-shoes/HQ4855.html,Men Sportswear,4999.0,4999.0,0.0,0.0
Fence Court Shoes,https://www.adidas.co.in/fence-court-shoes/JK7091.html,Performance,3219.5,4599.0,1379.5,30.0
DURAMO SL2 M IKD,https://www.adidas.co.in/duramo-sl2-m-ikd/LA4193.html,Men Performance,4899.5,6999.0,2099.5,30.0
Spindrill Shoes,https://www.adidas.co.in/spindrill-shoes/JJ5826.html,Men Performance,1999.5,3999.0,1999.5,50.0
Marvello Flip Flops,https://www.adidas.co.in/marvello-flip-flops/JK8092.html,Men Sportswear,799.5,1599.0,799.5,50.0
CLOUDFOAM FLEX SHOES,https://www.adidas.co.in/cloudfoam-flex-shoes/KK3486.html,Men Sportswear,4199.5,5999.0,1799.5,30.0
Cloud-Bold Shoes,https://www.adidas.co.in/cloud-bold-shoes/JK7223.html,Performance,2399.5,4799.0,2399.5,50.0
Yard Cricket Shoes,https://www.adidas.co.in/yard-cricket-shoes/JK0163.html,Performance,4299.0,4299.0,0.0,0.0
StarfireeX M,https://www.adidas.co.in/starfireex-m/JK2536.html,Men Sportswear,2499.5,4999.0,2499.5,50.0
CushUp Shoes,https://www.adidas.co.in/cushup-shoes/JK2265.html,Men Sportswear,1899.5,3799.0,1899.5,50.0
GLOWRUN REFLECTIVE SHOES,https://www.adidas.co.in/glowrun-reflective-shoes/EY2989.html,Men Performance,2499.5,4999.0,2499.5,50.0
AirVoltX Shoes,https://www.adidas.co.in/airvoltx-shoes/KJ6774.html,Men Performance,2799.5,3999.0,1199.5,29.99
Cush-Up Shoes,https://www.adidas.co.in/cush-up-shoes/JK8199.html,Men Sportswear,1649.5,3299.0,1649.5,50.0
Infynyte Run Shoes,https://www.adidas.co.in/infynyte-run-shoes/JK8260.html,Men Sportswear,1799.5,3599.0,1799.5,50.0
Vac-Run 2 Shoes,https://www.adidas.co.in/vac-run-2-shoes/KI8960.html,Men Performance,3709.5,5299.0,1589.5,30.0
LIGHTSHIFT 2.0 SHOES,https://www.adidas.co.in/lightshift-2.0-shoes/HP6971.html,Men Sportswear,5599.5,7999.0,2399.5,30.0
TimorXRun M,https://www.adidas.co.in/timorxrun-m/JK2382.html,Men Sportswear,2799.5,5599.0,2799.5,50.0
Base Glo Shoes,https://www.adidas.co.in/base-glo-shoes/JJ5470.html,Men Performance,1899.5,3799.0,1899.5,50.0
HOWZAT SPIKE Trainers,https://www.adidas.co.in/howzat-spike-trainers/JS4418.html,Men Performance,8599.0,8599.0,0.0,0.0
Moveboost Shoes,https://www.adidas.co.in/moveboost-shoes/KI0896.html,Performance,7699.5,10999.0,3299.5,30.0
Everydayz Sneakers,https://www.adidas.co.in/everydayz-sneakers/KJ9308.html,Men Sportswear,2799.5,3999.0,1199.5,29.99
TorFlex Shoes,https://www.adidas.co.in/torflex-shoes/KJ9262.html,Men Performance,3149.5,6299.0,3149.5,50.0
Velocity Grand Shoes,https://www.adidas.co.in/velocity-grand-shoes/JK7143.html,Men Performance,1999.5,3999.0,1999.5,50.0
ITALIA 70s SHOES,https://www.adidas.co.in/italia-70s-shoes/IH9101.html,Men Originals,6299.5,8999.0,2699.5,30.0
GRAND COURT ALPHA SHOES,https://www.adidas.co.in/grand-court-alpha-shoes/HQ7362.html,Men Sportswear,8999.0,8999.0,0.0,0.0
PREDATOR PRO Fold-Over Tongue Indoor Football Shoes,https://www.adidas.co.in/predator-pro-fold-over-tongue-indoor-football-shoes/JR7872.html,Performance,8399.5,13999.0,5599.5,40.0
Courtblock IKD Shoes,https://www.adidas.co.in/courtblock-ikd-shoes/JL2222.html,Men Sportswear,5999.0,5999.0,0.0,0.0
BaseFly Shoes,https://www.adidas.co.in/basefly-shoes/JK0980.html,Men Performance,1799.5,3599.0,1799.5,50.0
Vpred Move Shoes,https://www.adidas.co.in/vpred-move-shoes/JJ5390.html,Men Performance,2499.5,4999.0,2499.5,50.0
Oakz Top Sneaker,https://www.adidas.co.in/oakz-top-sneaker/KJ1594.html,Men Sportswear,2299.5,4599.0,2299.5,50.0
Vacfast 2 Shoes,https://www.adidas.co.in/vacfast-2-shoes/KI8963.html,Men Performance,2759.5,4599.0,1839.5,40.0
PURECHILL SLIDES,https://www.adidas.co.in/purechill-slides/KI0065.html,Men Sportswear,6599.0,6599.0,0.0,0.0
Runfalcon 5 Running Shoes,https://www.adidas.co.in/runfalcon-5-running-shoes/JQ6974.html,Men Performance,4619.5,6599.0,1979.5,30.0
Air-Fleetfly Shoes,https://www.adidas.co.in/air-fleetfly-shoes/JK3792.html,Men Performance,1999.5,3999.0,1999.5,50.0
Xplorer Shoes,https://www.adidas.co.in/xplorer-shoes/JK3180.html,Men TERREX,2399.5,4799.0,2399.5,50.0
Flash Tech Shoes,https://www.adidas.co.in/flash-tech-shoes/JJ5742.html,Men Performance,2149.5,4299.0,2149.5,50.0
90s Cut-Ultra Shoes,https://www.adidas.co.in/90s-cut-ultra-shoes/JK8182.html,Men Sportswear,2999.5,5999.0,2999.5,50.0
Lightrun Edge Force 2.0 Shoes,https://www.adidas.co.in/lightrun-edge-force-2.0-shoes/JK7509.html,Men Performance,2499.5,4999.0,2499.5,50.0
GenYy Sneaker Pro M,https://www.adidas.co.in/genyy-sneaker-pro-m/KJ9323.html,Men Sportswear,4999.0,4999.0,0.0,0.0
Iriz Icon ProSneaker,https://www.adidas.co.in/iriz-icon-prosneaker/KI2849.html,Men Sportswear,4299.0,4299.0,0.0,0.0
CLOUDFOAM FLEX LACES SHOES,https://www.adidas.co.in/cloudfoam-flex-laces-shoes/JS4917.html,Men Sportswear,5599.0,5599.0,0.0,0.0
New Star Tennis Shoes,https://www.adidas.co.in/new-star-tennis-shoes/JK7102.html,Performance,4799.0,4799.0,0.0,0.0
LIGHTSHIFT 2.0 SHOES,https://www.adidas.co.in/lightshift-2.0-shoes/HP6964.html,Men Sportswear,5599.5,7999.0,2399.5,30.0
TOKYO SHOES,https://www.adidas.co.in/tokyo-shoes/IH6613.html,Originals,9999.0,9999.0,0.0,0.0
Crag Step Shoes,https://www.adidas.co.in/crag-step-shoes/KK4085.html,Men TERREX,4619.5,6599.0,1979.5,30.0
ADISTAR CONTROL 5 SHOES,https://www.adidas.co.in/adistar-control-5-shoes/KI6152.html,Originals,12999.0,12999.0,0.0,0.0
AeroBoltBlast Shoes,https://www.adidas.co.in/aeroboltblast-shoes/JK7567.html,Performance,2299.5,4599.0,2299.5,50.0
ULTRABOOST 5 Shoes,https://www.adidas.co.in/ultraboost-5-shoes/JQ7048.html,Men Performance,17999.0,17999.0,0.0,0.0
Adistar 3 Sportswear Shoes,https://www.adidas.co.in/adistar-3-sportswear-shoes/KI6035.html,Men Sportswear,9099.5,12999.0,3899.5,30.0
RESPONSE PACE RUNNING SHOES,https://www.adidas.co.in/response-pace-running-shoes/KJ1769.html,Men Performance,4999.0,4999.0,0.0,0.0
Flair-Tonic Shoes,https://www.adidas.co.in/flair-tonic-shoes/JK7269.html,Men Performance,2499.5,4999.0,2499.5,50.0
Cyclones Run Shoes,https://www.adidas.co.in/cyclones-run-shoes/JK2395.html,Men Sportswear,2799.5,5599.0,2799.5,50.0
KamaraX Pro Shoes,https://www.adidas.co.in/kamarax-pro-shoes/JK2528.html,Men Sportswear,2499.5,4999.0,2499.5,50.0
Base Aim 2 M,https://www.adidas.co.in/base-aim-2-m/KJ9145.html,Men Performance,3999.0,3999.0,0.0,0.0
LightRun Star 2 Shoes,https://www.adidas.co.in/lightrun-star-2-shoes/KI8929.html,Men Performance,2799.5,5599.0,2799.5,50.0
CushUp Shoes,https://www.adidas.co.in/cushup-shoes/JK2264.html,Men Sportswear,1899.5,3799.0,1899.5,50.0
Base Glo 2 M Shoes,https://www.adidas.co.in/base-glo-2-m-shoes/KJ9122.html,Men Performance,3999.0,3999.0,0.0,0.0
Lightrun Edge Force Shoes,https://www.adidas.co.in/lightrun-edge-force-shoes/JL1211.html,Men Performance,2799.5,5599.0,2799.5,50.0
Base Slide 2 Shoes,https://www.adidas.co.in/base-slide-2-shoes/KJ9134.html,Men Performance,3799.0,3799.0,0.0,0.0
Iriz Icon ProSneaker,https://www.adidas.co.in/iriz-icon-prosneaker/KI2848.html,Men Sportswear,4299.0,4299.0,0.0,0.0
Trek Host Shoes,https://www.adidas.co.in/trek-host-shoes/KK4055.html,Men TERREX,4999.0,4999.0,0.0,0.0
Windz Pro Sneaker,https://www.adidas.co.in/windz-pro-sneaker/KJ1583.html,Men Sportswear,5599.0,5599.0,0.0,0.0
Rufffset Sneaker,https://www.adidas.co.in/rufffset-sneaker/JK2367.html,Men Sportswear,2799.5,5599.0,2799.5,50.0
Lightblaze Glow Shoes,https://www.adidas.co.in/lightblaze-glow-shoes/JP6321.html,Men Sportswear,5999.5,11999.0,5999.5,50.0
MEGARIDE S2 SHOES,https://www.adidas.co.in/megaride-s2-shoes/HP3421.html,Originals,15999.0,15999.0,0.0,0.0
Air-SpeedRush 2 M,https://www.adidas.co.in/air-speedrush-2-m/KJ9104.html,Men Performance,3599.0,3599.0,0.0,0.0
Base Slide 2 M Shoes,https://www.adidas.co.in/base-slide-2-m-shoes/KJ9131.html,Men Performance,3799.0,3799.0,0.0,0.0
ASPYRE 3-STRIPES SHOES,https://www.adidas.co.in/aspyre-3-stripes-shoes/HQ7308.html,Men Sportswear,8999.0,8999.0,0.0,0.0
ULTRABOOST 5 MERCEDES AMG PETRONAS F1 TEAM Shoes,https://www.adidas.co.in/ultraboost-5-mercedes-amg-petronas-f1-team-shoes/KJ3673.html,Men Performance,18999.0,18999.0,0.0,0.0
AeroEchoZest Shoes,https://www.adidas.co.in/aeroechozest-shoes/JK7219.html,Performance,2299.5,4599.0,2299.5,50.0
AeroEchoZest,https://www.adidas.co.in/aeroechozest/JK0781.html,Men Performance,2299.5,4599.0,2299.5,50.0
Sneakout Shoes,https://www.adidas.co.in/sneakout-shoes/KI9485.html,Men Sportswear,2299.5,4599.0,2299.5,50.0
Vpred Move Shoes,https://www.adidas.co.in/vpred-move-shoes/JJ5389.html,Men Performance,2499.5,4999.0,2499.5,50.0
Lightblaze Glow Shoes,https://www.adidas.co.in/lightblaze-glow-shoes/JP6320.html,Men Sportswear,5999.5,11999.0,5999.5,50.0
DashCore M,https://www.adidas.co.in/dashcore-m/JJ5435.html,Men Performance,2499.5,4999.0,2499.5,50.0
BaseFly 2 M Trainers,https://www.adidas.co.in/basefly-2-m-trainers/KJ9128.html,Men Performance,3599.0,3599.0,0.0,0.0
Flexion ST Shoes,https://www.adidas.co.in/flexion-st-shoes/JK7535.html,Men Performance,2799.5,5599.0,2799.5,50.0
RevolushnAT13 2.0 Shoes,https://www.adidas.co.in/revolushnat13-2.0-shoes/KJ1587.html,Men Sportswear,6599.0,6599.0,0.0,0.0
BlazeVibe Shoes,https://www.adidas.co.in/blazevibe-shoes/JK7479.html,Men Performance,2399.5,4799.0,2399.5,50.0
Symphony Shoes,https://www.adidas.co.in/symphony-shoes/KI9491.html,Men Sportswear,2499.5,4999.0,2499.5,50.0
Base-Strike 2 Shoes,https://www.adidas.co.in/base-strike-2-shoes/KJ9150.html,Men Performance,3799.0,3799.0,0.0,0.0
Hoops 3.0 Mid Top Shoes,https://www.adidas.co.in/hoops-3.0-mid-top-shoes/JK2817.html,Men Sportswear,3499.5,6999.0,3499.5,50.0
Basenew 2.0 Shoes,https://www.adidas.co.in/basenew-2.0-shoes/JK7403.html,Men Performance,1899.5,3799.0,1899.5,50.0
BlazeZen Shoes,https://www.adidas.co.in/blazezen-shoes/JK7468.html,Men Performance,2399.5,4799.0,2399.5,50.0
Uniqlite Shoes,https://www.adidas.co.in/uniqlite-shoes/JK1147.html,Men Performance,3299.5,6599.0,3299.5,50.0
